user_id,name,age,education_level,field_of_study,experience_years,openness,conscientiousness,extraversion,agreeableness,neuroticism,technical_skill,data_reasoning_skill,communication_skill,problem_solving_skill,leadership_skill,creative_thinking_skill,interest_technology,interest_business,interest_creative,interest_health_social,interest_research_academic,preferred_work_style,preferred_environment,risk_tolerance,career_cluster
U05334,User_5334,24,High School,Economics,0 years,4,4,3,4,1,2,3,5,3,3,2,40,30,89,20,30,individual,flexible,high,Design & Creative Media
U05335,User_5335,20,Graduate,Economics,2 years,3,3,3,5,3,3,5,3,4,4,3,50,80,20,20,60,collaborative,structured,medium,Finance & Economics
U05336,User_5336,26,Graduate,IT,1 years,5,3,3,4,2,2,3,5,4,3,2,30,20,20,88,80,collaborative,structured,medium,Healthcare & Life Sciences
U05337,User_5337,26,Undergraduate,Engineering,6 years,5,4,4,3,2,4,4,3,4,3,4,97,30,30,20,70,individual,structured,low,Technology & Engineering
U05338,User_5338,25,Undergraduate,Psychology,1 years,3,4,4,5,1,4,4,5,4,2,4,86,30,30,20,70,collaborative,structured,low,Technology & Engineering
U05339,User_5339,27,Undergraduate,Economics,4 years,3,4,2,5,3,4,4,3,4,4,2,60,60,50,30,40,individual,structured,medium,Entrepreneurship & Freelance
U05340,User_5340,23,Undergraduate,Engineering,3 years,4,5,3,5,1,2,3,5,4,2,2,30,20,20,90,80,collaborative,flexible,low,Healthcare & Life Sciences
U05341,User_5341,23,Undergraduate,Engineering,1 years,4,5,4,5,1,4,4,5,4,4,4,99,30,30,20,70,individual,structured,high,Technology & Engineering
U05342,User_5342,27,High School,Computer Science,8 years,4,3,4,4,1,3,5,5,4,2,2,50,80,20,20,60,collaborative,flexible,high,Finance & Economics
U05343,User_5343,18,Graduate,Engineering,0 years,5,5,2,4,2,4,4,5,4,4,4,60,60,50,30,40,collaborative,structured,low,Entrepreneurship & Freelance
U05344,User_5344,28,High School,Biology,10 years,3,4,2,4,2,2,3,3,3,4,2,40,30,91,20,30,collaborative,flexible,medium,Design & Creative Media
U05345,User_5345,19,Undergraduate,Computer Science,0 years,5,5,4,3,2,4,4,5,4,3,3,99,30,30,20,70,individual,flexible,high,Technology & Engineering
U05346,User_5346,28,High School,Psychology,10 years,4,5,3,4,3,3,5,3,4,4,2,50,80,20,20,60,collaborative,flexible,high,Finance & Economics
U05347,User_5347,27,Graduate,IT,4 years,4,3,2,4,1,2,3,5,3,4,3,30,30,40,80,60,individual,structured,medium,Education & Social Impact
U05348,User_5348,21,Undergraduate,Economics,1 years,3,3,2,3,3,3,5,5,4,3,2,50,80,20,20,60,individual,structured,high,Finance & Economics
U05349,User_5349,23,Undergraduate,Computer Science,3 years,3,3,2,3,2,2,3,3,4,3,2,30,20,20,74,80,individual,structured,low,Healthcare & Life Sciences
U05350,User_5350,28,Undergraduate,Engineering,6 years,5,5,3,4,1,2,3,5,3,3,2,30,30,40,80,60,collaborative,structured,high,Education & Social Impact
U05351,User_5351,22,High School,Economics,3 years,5,5,4,3,3,2,3,3,4,4,2,30,20,20,90,80,collaborative,structured,medium,Healthcare & Life Sciences
U05352,User_5352,19,Graduate,Biology,0 years,5,3,2,5,2,2,3,4,4,2,3,30,20,20,73,80,collaborative,flexible,high,Healthcare & Life Sciences
U05353,User_5353,20,Undergraduate,Engineering,0 years,3,3,2,3,2,2,3,5,4,4,4,30,20,20,76,80,individual,flexible,medium,Healthcare & Life Sciences
U05354,User_5354,22,High School,Psychology,1 years,5,4,2,5,2,2,3,3,3,3,4,30,30,40,80,60,collaborative,structured,high,Education & Social Impact
U05355,User_5355,24,Undergraduate,Design,3 years,3,3,3,4,2,2,3,3,3,4,4,40,30,79,20,30,individual,flexible,low,Design & Creative Media
U05356,User_5356,27,Graduate,Psychology,3 years,5,5,3,4,3,2,3,3,4,3,4,30,20,20,75,80,individual,structured,low,Healthcare & Life Sciences
U05357,User_5357,28,Graduate,IT,10 years,5,4,2,5,1,2,3,4,4,4,3,30,20,20,94,80,individual,structured,medium,Healthcare & Life Sciences
U05358,User_5358,20,Undergraduate,Business,2 years,5,5,4,3,3,3,5,5,4,2,2,50,80,20,20,60,collaborative,structured,medium,Finance & Economics
U05359,User_5359,18,Graduate,Engineering,0 years,3,3,4,5,2,2,3,5,4,4,2,30,20,20,86,80,individual,structured,high,Healthcare & Life Sciences
U05360,User_5360,24,Graduate,Economics,1 years,3,4,4,5,2,3,4,4,3,3,3,40,91,40,30,40,collaborative,flexible,medium,Business & Management
U05361,User_5361,22,Undergraduate,Economics,3 years,3,5,3,3,2,3,4,5,3,4,4,40,71,40,30,40,collaborative,flexible,high,Business & Management
U05362,User_5362,19,High School,Design,1 years,5,4,4,5,1,2,3,3,3,2,2,40,30,91,20,30,collaborative,flexible,low,Design & Creative Media
U05363,User_5363,22,Undergraduate,Design,4 years,3,3,4,3,3,3,5,4,4,4,4,50,80,20,20,60,collaborative,flexible,medium,Finance & Economics
U05364,User_5364,26,Graduate,Biology,1 years,4,4,3,5,2,3,5,5,4,4,4,50,80,20,20,60,collaborative,structured,high,Finance & Economics
U05365,User_5365,19,Graduate,Psychology,0 years,3,5,4,4,2,2,3,3,3,4,3,30,30,40,80,60,collaborative,flexible,low,Education & Social Impact
U05366,User_5366,27,High School,Biology,5 years,4,4,3,3,3,3,5,5,4,3,4,50,80,20,20,60,individual,flexible,medium,Finance & Economics
U05367,User_5367,20,Undergraduate,Engineering,2 years,4,4,4,5,2,2,3,3,3,4,2,30,30,40,80,60,individual,structured,high,Education & Social Impact
U05368,User_5368,24,Graduate,Biology,0 years,3,3,3,3,1,3,5,3,4,4,2,50,80,20,20,60,individual,structured,high,Finance & Economics
U05369,User_5369,20,Graduate,Design,0 years,3,4,4,3,3,2,3,5,3,3,3,30,30,40,80,60,individual,structured,high,Education & Social Impact
U05370,User_5370,27,High School,Design,3 years,4,4,3,4,2,2,3,3,4,4,3,30,20,20,77,80,individual,structured,medium,Healthcare & Life Sciences
U05371,User_5371,21,Graduate,Engineering,0 years,5,5,3,5,3,3,5,4,4,3,3,50,80,20,20,60,individual,structured,low,Finance & Economics
U05372,User_5372,25,High School,Psychology,1 years,3,3,4,3,3,2,3,3,4,3,2,30,20,20,80,80,collaborative,flexible,high,Healthcare & Life Sciences
U05373,User_5373,27,Undergraduate,Economics,1 years,4,3,4,4,1,3,4,4,3,2,2,40,91,40,30,40,collaborative,structured,low,Business & Management
U05374,User_5374,28,Graduate,Design,8 years,3,5,4,3,3,2,3,4,3,3,4,30,30,40,80,60,individual,structured,medium,Education & Social Impact
U05375,User_5375,20,High School,Computer Science,0 years,5,3,3,5,1,4,4,3,4,3,4,60,60,50,30,40,collaborative,flexible,low,Entrepreneurship & Freelance
U05376,User_5376,27,Undergraduate,Computer Science,0 years,5,3,4,4,3,2,3,5,3,2,2,30,30,40,80,60,individual,flexible,high,Education & Social Impact
U05377,User_5377,28,High School,Economics,4 years,5,3,4,3,2,2,3,3,4,2,4,30,20,20,70,80,collaborative,flexible,high,Healthcare & Life Sciences
U05378,User_5378,20,Graduate,Engineering,0 years,3,3,3,5,1,2,3,5,4,4,3,30,20,20,79,80,individual,flexible,medium,Healthcare & Life Sciences
U05379,User_5379,20,High School,Economics,0 years,5,3,2,4,1,3,4,3,3,4,3,40,97,40,30,40,individual,flexible,high,Business & Management
U05380,User_5380,26,Graduate,Business,8 years,4,5,3,4,1,3,5,3,4,4,2,50,80,20,20,60,individual,flexible,medium,Finance & Economics
U05381,User_5381,19,Graduate,Design,0 years,5,4,4,4,1,2,3,4,4,3,2,30,20,20,93,80,individual,flexible,medium,Healthcare & Life Sciences
U05382,User_5382,21,Undergraduate,IT,0 years,5,5,2,3,1,2,3,4,4,3,3,30,20,20,97,80,collaborative,structured,low,Healthcare & Life Sciences
U05383,User_5383,22,Undergraduate,Economics,3 years,3,4,3,3,1,3,4,4,3,3,3,40,84,40,30,40,individual,structured,medium,Business & Management
U05384,User_5384,18,High School,Engineering,0 years,4,4,4,3,3,2,3,5,3,3,2,40,30,78,20,30,collaborative,flexible,medium,Design & Creative Media
U05385,User_5385,23,Graduate,Computer Science,3 years,3,5,2,4,2,2,3,4,4,2,4,30,20,20,93,80,collaborative,flexible,high,Healthcare & Life Sciences
U05386,User_5386,18,High School,IT,0 years,4,5,3,3,2,3,4,5,3,4,3,40,77,40,30,40,collaborative,flexible,low,Business & Management
U05387,User_5387,26,Graduate,Biology,1 years,4,5,2,3,1,2,3,5,3,3,4,40,30,79,20,30,individual,flexible,medium,Design & Creative Media
U05388,User_5388,21,High School,Design,0 years,5,3,2,5,3,2,3,5,4,2,4,30,20,20,99,80,individual,flexible,low,Healthcare & Life Sciences
U05389,User_5389,25,Graduate,Economics,0 years,3,3,3,5,3,2,3,3,3,2,2,40,30,97,20,30,collaborative,flexible,high,Design & Creative Media
U05390,User_5390,19,Graduate,Design,1 years,3,5,4,4,2,4,4,3,4,4,2,60,60,50,30,40,individual,structured,high,Entrepreneurship & Freelance
U05391,User_5391,25,Graduate,Economics,7 years,4,5,4,4,1,2,3,3,3,4,3,40,30,94,20,30,individual,structured,low,Design & Creative Media
U05392,User_5392,24,Graduate,Design,1 years,3,4,2,4,3,4,4,3,4,4,4,60,60,50,30,40,individual,structured,medium,Entrepreneurship & Freelance
U05393,User_5393,22,Graduate,Engineering,3 years,5,5,4,5,1,4,4,3,4,4,3,60,60,50,30,40,individual,structured,high,Entrepreneurship & Freelance
U05394,User_5394,25,Undergraduate,IT,5 years,3,5,4,3,2,2,3,4,4,3,2,30,20,20,97,80,collaborative,structured,medium,Healthcare & Life Sciences
U05395,User_5395,19,Graduate,Psychology,0 years,3,5,3,3,2,3,4,4,3,4,3,40,89,40,30,40,collaborative,structured,high,Business & Management
U05396,User_5396,27,Graduate,Biology,4 years,3,4,3,4,2,2,3,4,3,3,3,40,30,88,20,30,individual,flexible,medium,Design & Creative Media
U05397,User_5397,27,High School,Design,2 years,4,4,2,3,3,4,4,3,4,2,4,60,60,50,30,40,individual,structured,medium,Entrepreneurship & Freelance
U05398,User_5398,19,Graduate,IT,0 years,5,4,2,5,3,3,5,4,4,3,2,50,80,20,20,60,individual,structured,medium,Finance & Economics
U05399,User_5399,28,Undergraduate,Psychology,4 years,4,5,4,5,2,4,4,4,4,3,3,94,30,30,20,70,individual,structured,high,Technology & Engineering
U05400,User_5400,23,Graduate,Psychology,3 years,5,3,4,3,2,2,3,3,3,4,4,30,30,40,80,60,collaborative,flexible,medium,Education & Social Impact
U05401,User_5401,22,Undergraduate,Psychology,1 years,4,5,2,4,2,4,4,5,4,3,2,60,60,50,30,40,individual,structured,high,Entrepreneurship & Freelance
U05402,User_5402,28,Undergraduate,IT,6 years,3,5,3,4,1,4,4,4,4,2,2,60,60,50,30,40,individual,flexible,high,Entrepreneurship & Freelance
U05403,User_5403,27,Graduate,Design,3 years,4,5,4,3,2,3,4,4,3,4,4,40,74,40,30,40,individual,structured,medium,Business & Management
U05404,User_5404,23,Graduate,Psychology,4 years,3,5,2,3,2,2,3,3,3,3,4,40,30,99,20,30,collaborative,structured,low,Design & Creative Media
U05405,User_5405,28,Undergraduate,Business,1 years,3,3,2,5,1,2,3,5,3,2,3,40,30,93,20,30,collaborative,structured,high,Design & Creative Media
U05406,User_5406,20,High School,Computer Science,2 years,3,5,4,4,2,4,4,3,4,3,2,60,60,50,30,40,collaborative,structured,low,Entrepreneurship & Freelance
U05407,User_5407,21,High School,IT,0 years,3,5,3,3,2,3,4,3,3,3,3,40,89,40,30,40,individual,flexible,high,Business & Management
U05408,User_5408,21,Graduate,Computer Science,3 years,5,4,4,5,1,2,3,3,3,2,3,30,30,40,80,60,individual,structured,medium,Education & Social Impact
U05409,User_5409,18,High School,Design,0 years,4,4,2,3,1,2,3,3,3,4,4,40,30,91,20,30,individual,structured,high,Design & Creative Media
U05410,User_5410,22,High School,Economics,2 years,4,5,4,3,3,3,5,5,4,4,4,50,80,20,20,60,collaborative,structured,medium,Finance & Economics
U05411,User_5411,27,Graduate,Design,7 years,3,4,4,4,3,3,4,4,3,2,2,40,74,40,30,40,collaborative,flexible,medium,Business & Management
U05412,User_5412,25,Graduate,Business,0 years,5,5,3,4,1,4,4,5,4,3,4,85,30,30,20,70,collaborative,flexible,low,Technology & Engineering
U05413,User_5413,20,Graduate,Psychology,0 years,3,5,4,5,3,3,5,3,4,3,2,50,80,20,20,60,collaborative,flexible,medium,Finance & Economics
U05414,User_5414,25,Undergraduate,Psychology,7 years,5,4,2,3,3,3,4,3,3,4,2,40,79,40,30,40,individual,flexible,low,Business & Management
U05415,User_5415,22,High School,Biology,4 years,4,3,2,3,1,4,4,4,4,3,2,60,60,50,30,40,individual,flexible,low,Entrepreneurship & Freelance
U05416,User_5416,26,Undergraduate,Psychology,7 years,5,4,2,3,3,2,3,5,4,3,4,30,20,20,76,80,individual,flexible,low,Healthcare & Life Sciences
U05417,User_5417,21,High School,Economics,3 years,4,5,4,5,1,3,5,3,4,2,4,50,80,20,20,60,individual,flexible,medium,Finance & Economics
U05418,User_5418,27,Graduate,Design,1 years,4,3,2,5,3,4,4,4,4,2,3,99,30,30,20,70,individual,flexible,medium,Technology & Engineering
U05419,User_5419,28,Graduate,Computer Science,5 years,5,4,2,4,1,2,3,3,3,4,4,30,30,40,80,60,individual,structured,high,Education & Social Impact
U05420,User_5420,27,Graduate,Design,9 years,5,4,4,4,1,2,3,3,3,4,3,30,30,40,80,60,collaborative,structured,medium,Education & Social Impact
U05421,User_5421,23,High School,Design,0 years,3,5,2,5,1,3,5,3,4,3,2,50,80,20,20,60,individual,structured,high,Finance & Economics
U05422,User_5422,18,Undergraduate,Design,0 years,5,3,4,3,1,4,4,5,4,3,4,60,60,50,30,40,individual,flexible,low,Entrepreneurship & Freelance
U05423,User_5423,24,Undergraduate,Biology,2 years,3,5,4,4,3,2,3,3,4,3,2,30,20,20,75,80,collaborative,flexible,high,Healthcare & Life Sciences
U05424,User_5424,18,Undergraduate,Biology,0 years,4,5,2,3,1,2,3,3,3,3,3,30,30,40,80,60,collaborative,flexible,high,Education & Social Impact
U05425,User_5425,21,Undergraduate,IT,3 years,5,3,4,3,3,2,3,3,3,4,2,40,30,95,20,30,collaborative,flexible,low,Design & Creative Media
U05426,User_5426,18,Undergraduate,Psychology,0 years,5,4,4,4,1,3,5,5,4,4,4,50,80,20,20,60,individual,structured,high,Finance & Economics
U05427,User_5427,25,High School,Biology,5 years,3,4,3,3,3,3,4,5,3,2,4,40,95,40,30,40,collaborative,flexible,low,Business & Management
U05428,User_5428,23,Undergraduate,Design,0 years,3,5,2,3,1,3,4,5,3,3,2,40,70,40,30,40,collaborative,structured,medium,Business & Management
U05429,User_5429,20,Graduate,Economics,2 years,5,5,3,3,3,2,3,5,4,3,3,30,20,20,81,80,collaborative,flexible,high,Healthcare & Life Sciences
U05430,User_5430,20,Graduate,Engineering,0 years,3,5,3,5,3,2,3,4,3,4,4,30,30,40,80,60,collaborative,structured,high,Education & Social Impact
U05431,User_5431,20,Undergraduate,Business,1 years,3,3,3,3,3,4,4,3,4,4,2,60,60,50,30,40,individual,flexible,low,Entrepreneurship & Freelance
U05432,User_5432,23,Graduate,Computer Science,0 years,3,4,2,4,3,2,3,3,4,3,3,30,20,20,74,80,individual,structured,high,Healthcare & Life Sciences
U05433,User_5433,26,High School,Psychology,2 years,3,5,3,4,3,4,4,5,4,2,2,91,30,30,20,70,individual,structured,low,Technology & Engineering
U05434,User_5434,21,High School,Computer Science,1 years,5,5,4,4,3,2,3,5,3,3,2,30,30,40,80,60,individual,flexible,medium,Education & Social Impact
U05435,User_5435,25,Graduate,Engineering,3 years,4,5,3,3,1,4,4,4,4,3,2,98,30,30,20,70,collaborative,structured,low,Technology & Engineering
U05436,User_5436,27,Graduate,Psychology,0 years,4,4,2,4,1,2,3,3,4,3,3,30,20,20,71,80,individual,structured,high,Healthcare & Life Sciences
U05437,User_5437,21,Undergraduate,Biology,0 years,3,5,2,5,3,2,3,5,3,3,3,30,30,40,80,60,individual,flexible,low,Education & Social Impact
U05438,User_5438,26,High School,Business,2 years,4,4,3,4,2,4,4,5,4,4,4,85,30,30,20,70,individual,structured,high,Technology & Engineering
U05439,User_5439,28,Undergraduate,Economics,5 years,5,3,3,5,3,2,3,5,4,3,3,30,20,20,89,80,collaborative,flexible,low,Healthcare & Life Sciences
U05440,User_5440,22,Undergraduate,Engineering,1 years,4,5,3,5,3,3,5,4,4,2,2,50,80,20,20,60,individual,structured,medium,Finance & Economics
U05441,User_5441,23,High School,Computer Science,0 years,5,5,3,3,1,2,3,5,3,3,2,30,30,40,80,60,individual,flexible,medium,Education & Social Impact
U05442,User_5442,27,Graduate,Engineering,4 years,5,4,4,3,3,2,3,4,3,3,3,40,30,89,20,30,individual,structured,high,Design & Creative Media
U05443,User_5443,26,High School,Engineering,0 years,3,5,2,3,3,3,4,3,3,3,2,40,86,40,30,40,collaborative,flexible,high,Business & Management
U05444,User_5444,27,High School,Computer Science,5 years,4,3,3,4,3,4,4,4,4,3,4,60,60,50,30,40,individual,structured,high,Entrepreneurship & Freelance
U05445,User_5445,21,Undergraduate,Biology,2 years,5,3,4,5,1,2,3,5,4,2,4,30,20,20,90,80,individual,structured,high,Healthcare & Life Sciences
U05446,User_5446,27,Graduate,Computer Science,2 years,3,5,2,3,2,3,5,4,4,2,4,50,80,20,20,60,individual,flexible,low,Finance & Economics
U05447,User_5447,18,Graduate,Business,0 years,5,5,4,5,1,3,4,3,3,3,2,40,90,40,30,40,collaborative,structured,medium,Business & Management
U05448,User_5448,28,Graduate,Design,1 years,5,3,3,5,2,3,4,4,3,2,4,40,77,40,30,40,collaborative,flexible,medium,Business & Management
U05449,User_5449,19,Graduate,Business,1 years,5,4,3,4,3,4,4,5,4,4,4,60,60,50,30,40,individual,flexible,low,Entrepreneurship & Freelance
U05450,User_5450,25,Undergraduate,Design,5 years,4,4,2,5,3,4,4,4,4,4,3,72,30,30,20,70,individual,flexible,high,Technology & Engineering
U05451,User_5451,27,Graduate,Psychology,0 years,3,3,3,5,1,4,4,5,4,2,2,60,60,50,30,40,collaborative,structured,high,Entrepreneurship & Freelance
U05452,User_5452,23,Undergraduate,Engineering,4 years,3,4,4,3,2,3,5,3,4,3,4,50,80,20,20,60,individual,flexible,high,Finance & Economics
U05453,User_5453,28,Undergraduate,Business,5 years,4,5,2,5,2,2,3,4,3,4,3,40,30,82,20,30,collaborative,structured,high,Design & Creative Media
U05454,User_5454,28,High School,IT,9 years,3,3,3,5,1,3,5,5,4,3,4,50,80,20,20,60,individual,flexible,low,Finance & Economics
U05455,User_5455,18,Graduate,Business,0 years,5,4,3,4,1,2,3,3,3,3,3,40,30,97,20,30,collaborative,flexible,medium,Design & Creative Media
U05456,User_5456,22,High School,Computer Science,4 years,3,4,2,4,3,4,4,5,4,2,4,74,30,30,20,70,collaborative,flexible,medium,Technology & Engineering
U05457,User_5457,21,Undergraduate,IT,2 years,5,3,2,5,2,4,4,5,4,2,2,60,60,50,30,40,individual,structured,low,Entrepreneurship & Freelance
U05458,User_5458,27,Undergraduate,Psychology,3 years,3,3,4,4,3,2,3,3,3,3,3,40,30,98,20,30,individual,structured,low,Design & Creative Media
U05459,User_5459,18,Graduate,IT,0 years,4,4,4,3,1,3,5,3,4,2,2,50,80,20,20,60,collaborative,flexible,low,Finance & Economics
U05460,User_5460,23,Undergraduate,Psychology,2 years,3,5,4,4,1,3,5,4,4,2,3,50,80,20,20,60,individual,structured,high,Finance & Economics
U05461,User_5461,24,High School,Psychology,0 years,5,5,3,3,3,2,3,4,4,2,2,30,20,20,81,80,individual,structured,medium,Healthcare & Life Sciences
U05462,User_5462,22,Undergraduate,Engineering,4 years,4,5,4,3,1,3,5,5,4,2,3,50,80,20,20,60,individual,structured,low,Finance & Economics
U05463,User_5463,22,Undergraduate,Psychology,3 years,4,4,3,3,2,2,3,3,3,3,4,40,30,92,20,30,collaborative,flexible,low,Design & Creative Media
U05464,User_5464,27,Undergraduate,Design,2 years,4,4,3,5,3,3,5,4,4,2,3,50,80,20,20,60,collaborative,structured,medium,Finance & Economics
U05465,User_5465,28,High School,Biology,6 years,5,4,4,5,2,4,4,5,4,3,4,92,30,30,20,70,individual,flexible,medium,Technology & Engineering
U05466,User_5466,26,Graduate,Psychology,0 years,4,3,4,5,2,4,4,5,4,3,2,60,60,50,30,40,collaborative,flexible,medium,Entrepreneurship & Freelance
U05467,User_5467,19,Graduate,Business,1 years,3,4,2,4,1,2,3,5,3,2,2,40,30,93,20,30,collaborative,flexible,high,Design & Creative Media
U05468,User_5468,22,High School,Engineering,4 years,3,5,3,3,3,2,3,3,3,2,3,30,30,40,80,60,collaborative,structured,medium,Education & Social Impact
U05469,User_5469,18,Undergraduate,Engineering,0 years,5,5,3,3,3,3,5,3,4,2,2,50,80,20,20,60,individual,flexible,medium,Finance & Economics
U05470,User_5470,18,Undergraduate,Economics,0 years,5,3,4,3,3,3,5,5,4,2,2,50,80,20,20,60,individual,structured,high,Finance & Economics
U05471,User_5471,28,High School,Computer Science,9 years,3,4,2,3,1,2,3,3,4,3,2,30,20,20,97,80,collaborative,structured,medium,Healthcare & Life Sciences
U05472,User_5472,20,Undergraduate,IT,2 years,4,3,4,4,1,4,4,5,4,4,3,60,60,50,30,40,collaborative,flexible,low,Entrepreneurship & Freelance
U05473,User_5473,26,Undergraduate,Design,2 years,5,3,3,4,1,2,3,4,3,4,3,30,30,40,80,60,collaborative,structured,high,Education & Social Impact
U05474,User_5474,25,Undergraduate,IT,5 years,5,3,4,3,1,2,3,3,3,3,3,40,30,80,20,30,collaborative,flexible,high,Design & Creative Media
U05475,User_5475,23,Graduate,Psychology,3 years,3,5,4,5,2,2,3,4,3,4,4,40,30,84,20,30,individual,flexible,high,Design & Creative Media
U05476,User_5476,21,Graduate,IT,2 years,5,4,4,5,3,4,4,4,4,4,3,60,60,50,30,40,individual,structured,high,Entrepreneurship & Freelance
U05477,User_5477,18,Undergraduate,Business,0 years,3,5,3,3,3,2,3,3,3,2,3,30,30,40,80,60,individual,flexible,medium,Education & Social Impact
U05478,User_5478,27,Undergraduate,IT,4 years,3,4,4,4,1,4,4,5,4,2,4,60,60,50,30,40,individual,structured,medium,Entrepreneurship & Freelance
U05479,User_5479,28,Graduate,Design,6 years,3,5,3,3,2,3,4,3,3,4,4,40,97,40,30,40,collaborative,flexible,medium,Business & Management
U05480,User_5480,20,Graduate,Business,0 years,4,3,2,4,2,2,3,4,3,3,2,40,30,78,20,30,collaborative,structured,medium,Design & Creative Media
U05481,User_5481,28,Undergraduate,Psychology,5 years,5,3,2,5,2,4,4,4,4,3,3,85,30,30,20,70,individual,structured,high,Technology & Engineering
U05482,User_5482,28,Undergraduate,Biology,0 years,4,4,4,4,3,3,4,4,3,3,2,40,95,40,30,40,collaborative,flexible,low,Business & Management
U05483,User_5483,23,Undergraduate,Economics,0 years,5,4,4,4,1,2,3,3,4,3,2,30,20,20,84,80,collaborative,structured,medium,Healthcare & Life Sciences
U05484,User_5484,22,Graduate,Engineering,1 years,4,3,4,5,2,2,3,4,3,4,2,30,30,40,80,60,collaborative,structured,medium,Education & Social Impact
U05485,User_5485,21,Graduate,IT,3 years,5,4,3,3,1,4,4,3,4,2,4,92,30,30,20,70,individual,flexible,high,Technology & Engineering
U05486,User_5486,23,Graduate,Business,5 years,3,5,4,3,2,4,4,4,4,3,2,98,30,30,20,70,individual,structured,high,Technology & Engineering
U05487,User_5487,25,Undergraduate,Psychology,5 years,5,3,4,3,2,3,4,4,3,3,4,40,96,40,30,40,collaborative,structured,medium,Business & Management
U05488,User_5488,18,High School,Business,0 years,4,3,3,5,3,2,3,3,3,4,4,30,30,40,80,60,collaborative,flexible,low,Education & Social Impact
U05489,User_5489,27,Graduate,Design,2 years,3,5,4,5,3,2,3,3,3,2,2,30,30,40,80,60,collaborative,flexible,medium,Education & Social Impact
U05490,User_5490,20,Graduate,Design,2 years,3,5,3,5,2,4,4,5,4,2,4,96,30,30,20,70,individual,flexible,high,Technology & Engineering
U05491,User_5491,23,High School,IT,5 years,5,4,3,3,3,4,4,5,4,4,3,60,60,50,30,40,individual,flexible,medium,Entrepreneurship & Freelance
U05492,User_5492,20,Undergraduate,IT,2 years,3,3,2,4,3,3,4,3,3,2,2,40,85,40,30,40,collaborative,flexible,high,Business & Management
U05493,User_5493,20,Undergraduate,Psychology,2 years,4,4,2,5,1,2,3,5,3,4,4,30,30,40,80,60,collaborative,structured,medium,Education & Social Impact
U05494,User_5494,19,Undergraduate,Business,0 years,3,5,4,3,3,3,5,3,4,3,3,50,80,20,20,60,collaborative,structured,high,Finance & Economics
U05495,User_5495,18,Undergraduate,IT,0 years,4,3,3,5,3,3,4,3,3,3,4,40,79,40,30,40,individual,flexible,low,Business & Management
U05496,User_5496,24,Undergraduate,Business,5 years,5,5,2,3,3,3,4,3,3,4,4,40,87,40,30,40,collaborative,flexible,high,Business & Management
U05497,User_5497,26,Graduate,Psychology,8 years,4,4,4,3,3,3,4,3,3,4,3,40,91,40,30,40,collaborative,structured,medium,Business & Management
U05498,User_5498,23,Graduate,Business,1 years,5,3,2,4,2,2,3,4,3,3,2,30,30,40,80,60,individual,flexible,medium,Education & Social Impact
U05499,User_5499,24,High School,Economics,2 years,5,4,3,4,3,3,4,4,3,3,2,40,80,40,30,40,collaborative,structured,medium,Business & Management
U05500,User_5500,19,Undergraduate,Business,0 years,4,4,3,4,3,4,4,5,4,3,2,86,30,30,20,70,individual,flexible,high,Technology & Engineering
U05501,User_5501,25,Graduate,Engineering,1 years,3,5,3,4,3,2,3,5,4,2,4,30,20,20,99,80,collaborative,flexible,medium,Healthcare & Life Sciences
U05502,User_5502,25,Undergraduate,Engineering,7 years,5,3,4,5,1,2,3,5,3,4,2,30,30,40,80,60,individual,structured,high,Education & Social Impact
U05503,User_5503,27,High School,Biology,0 years,5,5,2,5,3,4,4,3,4,3,3,84,30,30,20,70,individual,flexible,low,Technology & Engineering
U05504,User_5504,21,Undergraduate,Business,3 years,3,5,2,3,2,2,3,4,4,2,4,30,20,20,76,80,collaborative,flexible,high,Healthcare & Life Sciences
U05505,User_5505,28,High School,IT,1 years,5,4,3,5,2,2,3,4,4,3,4,30,20,20,87,80,collaborative,flexible,high,Healthcare & Life Sciences
U05506,User_5506,22,High School,Engineering,3 years,5,3,3,3,3,4,4,5,4,3,2,60,60,50,30,40,individual,flexible,low,Entrepreneurship & Freelance
U05507,User_5507,25,Graduate,Design,3 years,4,5,2,3,1,2,3,3,3,3,3,30,30,40,80,60,collaborative,structured,medium,Education & Social Impact
U05508,User_5508,21,Undergraduate,IT,2 years,4,4,4,5,3,3,5,4,4,3,4,50,80,20,20,60,collaborative,structured,low,Finance & Economics
U05509,User_5509,24,Graduate,Economics,2 years,4,4,2,4,2,3,4,4,3,4,3,40,97,40,30,40,collaborative,structured,high,Business & Management
U05510,User_5510,24,High School,Design,0 years,5,5,4,4,1,3,4,5,3,3,2,40,70,40,30,40,individual,flexible,high,Business & Management
U05511,User_5511,25,Graduate,Business,1 years,3,4,2,3,2,3,5,5,4,2,4,50,80,20,20,60,collaborative,flexible,medium,Finance & Economics
U05512,User_5512,27,Undergraduate,IT,6 years,3,3,2,4,3,2,3,3,4,3,2,30,20,20,76,80,individual,flexible,low,Healthcare & Life Sciences
U05513,User_5513,26,Graduate,Business,5 years,5,5,2,5,2,3,5,5,4,4,4,50,80,20,20,60,individual,structured,low,Finance & Economics
U05514,User_5514,26,Undergraduate,Design,7 years,3,3,2,3,1,2,3,4,3,4,2,30,30,40,80,60,collaborative,flexible,low,Education & Social Impact
U05515,User_5515,26,Graduate,Biology,5 years,5,3,2,5,2,2,3,5,4,3,2,30,20,20,73,80,collaborative,flexible,medium,Healthcare & Life Sciences
